energy,intensity_weighted_mean_freq,intensity_weighted_bandwidth,spectral_edge_freq,spectral_entropy,peak_freq,bandwidth,0.5-4Hz (relative power),0.5-4Hz (absolute power),4-8Hz (relative power),4-8Hz (absolute power),8-12Hz (relative power),8-12Hz (absolute power),12-30Hz (relative power),12-30Hz (absolute power),30-40Hz (relative power),30-40Hz (absolute power),label
824.3277988892343,6.590556780335747,5.93444908188172,16.2759375,4.002170853294113,2.71265625,17.632265625000002,0.47848862787008345,605.4043563611999,0.24594352317110965,311.1783053432123,0.08372275185433604,105.92962036482251,0.18841977475841362,238.39678901273982,0.002555407333256057,3.233211076963403,0
1190.7820290234222,6.843270607575814,6.3534841826548725,17.632265625000002,4.195170746181029,2.71265625,20.344921875,0.4693967363740903,827.0844696168054,0.22663597526313736,399.3361710278523,0.11684824894705251,205.88846175744285,0.18327396297755824,322.93161992302015,0.003447338281076225,6.074264546060491,0
2942.614342067625,6.217812444262484,5.275783930705516,12.206953125000002,4.083210031369883,1.356328125,16.9541015625,0.4430260860483313,1945.6241130797994,0.1454604357077237,638.8141468969085,0.30594999381618204,1343.6312310071057,0.10003141561459776,439.3049087047131,0.0015309933145443955,6.723616517282418,0
1397.2221416770678,8.806822161705233,5.567553328466065,15.5977734375,4.458174805409132,9.494296875,20.344921875,0.25022502632218196,521.0829922055202,0.13196157831305355,274.8043834552025,0.44562533291760564,927.995833559444,0.16627002963858087,346.2502765275631,0.0019147531749254152,3.9873921821092724,0
1539.172174300438,7.575558791384007,5.616956294073926,15.5977734375,4.255125647990811,1.356328125,20.344921875,0.25087261661842586,584.7671325525739,0.3800886726477021,885.9610355879156,0.22973904122787892,535.5061950764425,0.1369238636187819,319.16028216087886,0.002185051937534813,5.093208550274403,0
765.0612889824286,8.813417685795422,6.576814742347304,16.9541015625,4.4153459056867295,3.3908203125000003,22.3794140625,0.37099754576248406,427.3514186435584,0.13281933665772105,152.99435964547345,0.18074917749864883,208.20465877732747,0.3077141717592559,354.45541174074083,0.007299951414384302,8.40880115946483,0
1345.411918395497,7.637770343667827,6.987696500897378,18.98859375,4.50944611573627,2.71265625,21.70125,0.44146119043097887,875.3665960148649,0.1743289056994283,345.67410245083306,0.16677566154461618,330.6968909360175,0.1990035645353558,394.60110346749656,0.004631462675146897,9.183656014145383,0
1495.186076059724,7.298490349995444,5.689305420980456,14.919609375,4.498285880178187,10.850625,16.2759375,0.31797811136195886,718.5504577829531,0.22891344720124543,517.2867452247121,0.24575337271498476,555.3407362214517,0.16832668919147967,380.3759292033348,0.0025808086065429434,5.831977546311926,0
1757.1104909267428,6.697662500513115,5.4827831906409035,12.8851171875,4.39543470392501,5.4253125,19.666757812500002,0.2931643147049754,752.6108263570954,0.4281931875245321,1099.2566712207952,0.14616210068479132,375.227044564312,0.12261974355401259,314.78915370975864,0.00241529852986177,6.200549423239521,0
1104.8574757370136,7.814778364893467,6.072754062861961,12.8851171875,4.439953069555393,0.6781640625,20.344921875,0.29479131648968,486.28596774831766,0.22024800645212864,363.31977562154736,0.20223373850223147,333.60354846938185,0.25552710738967055,421.5159665575302,0.003514095348693518,5.796830373933734,0
1941.225733515729,8.224839875850574,6.442094660944687,16.2759375,4.609790169226741,5.4253125,21.023085937500003,0.21207899756000845,617.6847519286814,0.3023163109959802,880.5029149984949,0.1387400430675637,404.08343150770617,0.28912636593317104,842.0869094637227,0.004994338289701748,14.546120280719682,0
1788.8155449771918,8.616766069205012,6.863059160586977,18.98859375,4.5039738622139955,1.356328125,21.70125,0.32472965322546005,851.152166392212,0.20680056123239351,542.0470349896475,0.17511433278165292,458.9939422931168,0.29080737578968474,762.2381431681881,0.0022234528207038546,5.827914594233248,0
1926.915782064792,10.67255858964657,5.142801495644481,16.2759375,4.484148812281741,10.1724609375,18.3104296875,0.09214925684117514,269.7955869770466,0.16938501344103718,495.92726727254166,0.35410762296214116,1036.7601135924606,0.37552500020787966,1099.466141439024,0.0018474335997167956,5.408935997126753,0
918.980006759245,9.825682496710446,6.834663676888991,18.98859375,4.549957223812148,5.4253125,21.023085937500003,0.14517689505743275,192.54534995621066,0.3737478714633231,495.6946811531221,0.06427333510379825,85.24449979122234,0.38948890964879673,516.5717201950238,0.013277512277562506,17.609711566153706,0
2035.5708022015308,9.272148024853289,6.225727656876016,18.3104296875,4.58027106025857,5.4253125,20.344921875,0.16000041325694173,485.7278370789835,0.3271674121652802,993.2119313877789,0.21978310942777396,667.2156164835066,0.2739123841145522,831.5407890319111,0.0034134565378494694,10.362541116879298,0
2727.2488439245226,7.725380551578169,6.032679185411561,14.919609375,4.216770016824155,2.0344921875,18.98859375,0.36983903673697105,1476.819950237686,0.13124280691192333,524.071221044648,0.28964388590602136,1156.5892906934996,0.20210466183025777,807.032700659013,0.002482575526275415,9.913277672153454,0
3470.651181605756,10.426554700550009,5.337234274549793,14.919609375,4.250513490117735,12.8851171875,16.2759375,0.13601989698798303,710.2714241760068,0.2161186710996457,1128.5328081562427,0.05696088862475609,297.4395098197342,0.5803868001669269,3030.675425110329,0.0029319012702292433,15.309860813474563,0
2227.5910535056573,9.368025003774928,5.774489641533689,15.5977734375,4.293236867432606,10.850625,21.023085937500003,0.24351901308782375,792.4324496976603,0.08879177778856928,288.93631381723276,0.4493425070949692,1462.2003396594698,0.20392216285895656,663.5807899060844,0.002161730153441495,7.034461495863364,0
3505.585891911678,5.439282437846553,6.322692971518615,15.5977734375,3.9435039035803587,1.356328125,16.9541015625,0.5580729760481754,2834.626734969822,0.14283027645737792,725.4795297134473,0.08221135187626358,417.57710182754164,0.17201924044593792,873.7393832436082,0.003633938206638736,18.45790575044299,0
2421.3979258194204,9.532329335263416,6.16441674950712,16.9541015625,4.422444240565439,11.528789062500001,20.344921875,0.17857068265722328,624.0831842466096,0.14762189160722228,515.9208600640721,0.31899178906463815,1114.8381610329773,0.30908376284821587,1080.2107941061613,0.005122249677034436,17.901650155451815,0
1552.182781379753,9.874400869419453,6.524317091279771,18.98859375,4.544071196218673,2.0344921875,21.023085937500003,0.24447358264992922,539.0009347191664,0.13051195594660764,287.74506220567525,0.2997799196568028,660.9370843001391,0.3125818489866155,689.1620229629741,0.003937772694796361,8.681768967431065,0
2334.415620771532,6.473121268277769,5.929944176179468,12.8851171875,3.831845469924313,2.0344921875,16.9541015625,0.5243693822545664,1760.0997509309607,0.08972026670579007,301.15530087463503,0.1540221317580106,516.9911228980213,0.2288381550975275,768.118798353336,0.0013381175494470618,4.4915291494931875,0
2978.037009414429,6.645736424374812,4.7983224180549815,12.206953125000002,4.217721221657848,4.068984375,12.8851171875,0.30908883862582903,1369.6511367775113,0.3123308301064342,1384.0172243288293,0.21608923269032734,957.5462657128587,0.15823922840571658,701.1982057723345,0.00046405921714506046,2.056364238581406,0
1694.5827192104794,7.652325301477249,6.487967759502971,14.919609375,4.029651731437942,3.3908203125000003,23.057578125000003,0.4716104162858448,1181.881752320147,0.1143669765910419,286.6099603259226,0.15531842518796096,389.2365524375774,0.2555487062495609,640.4191729351394,0.0022938612114380592,5.7485428958601235,0
1462.3927109855522,4.817739941618409,6.145202368984137,13.563281250000001,3.7848211699129175,1.356328125,20.344921875,0.6524838689152869,1476.1108600177333,0.16832240614226332,380.7949031812292,0.04792109696607193,108.4116482039275,0.12789844129546024,289.3439779429714,0.0030101949062607113,6.809948266289463,0
2434.0150388537804,5.714576198971309,6.015085429017956,12.8851171875,4.036386857345897,1.356328125,18.98859375,0.5124198598291673,1857.205224840867,0.17344214209284178,628.6205468496221,0.16932245644952595,613.6892330944939,0.12958639619490683,469.6705786573431,0.003903949902632804,14.14940505839063,0
2619.8710274707983,6.2177712864814945,5.546897258881628,11.528789062500001,4.1571180962837655,1.356328125,16.9541015625,0.48148196968265256,1831.893070418121,0.07413317254413251,282.0542691582334,0.3328910122459526,1266.5494804297045,0.09260852941380485,352.3474065011788,0.0025638500709909166,9.754673018669605,0
1878.8241534366985,7.278076635231068,6.644162406302984,16.9541015625,4.511789929701789,0.6781640625,21.70125,0.30112271719066547,842.1611186647467,0.17274421459708217,483.120178926346,0.2734704235437939,764.82491909615,0.18077012146956484,505.566531606371,0.0013559968192347074,3.792366809274858,0
1439.222048733739,8.27338819858629,5.542650468543039,12.8851171875,4.359686479915466,10.850625,17.632265625000002,0.2768149295046375,588.8208656870563,0.19091557300083015,406.10191498217546,0.2725237535179488,579.6929838787335,0.24200118232244822,514.767559420988,0.0017362887735448986,3.6933089575441294,0
703.1175260090935,10.49216200212923,6.97386419865676,17.632265625000002,4.656021679519086,12.8851171875,24.413906250000004,0.21431250772689264,217.87357329452928,0.13214267957968398,134.3383925189685,0.0840831843043052,85.4803296954873,0.5430320629814055,552.055207743773,0.0037812840625058575,3.8441147419620574,0
1220.479827951625,11.305694971950022,6.678573608256221,21.023085937500003,4.3582104868041815,8.13796875,24.413906250000004,0.039603376918311416,76.83244824078741,0.20841301357903022,404.3312294188097,0.4702453723309074,912.2985472831932,0.2582023608179469,500.92494799405296,0.017430749668682816,33.81648929786003,0
2455.7098190989113,10.037799025543418,6.421687610307254,17.632265625000002,4.690740667966623,7.4598046875,21.70125,0.12889305643496046,455.45948081915117,0.3146210564437872,1111.7522307725553,0.2470474242280167,872.9724834586323,0.28389140412695385,1003.1652216884751,0.010044249432195501,35.492591751164184,0
1413.2961857683126,9.692120761065157,6.4257019241799975,18.3104296875,4.57855050126708,9.494296875,24.413906250000004,0.1028041742214229,215.36207298884202,0.3324060454670986,696.3496917122243,0.31560889462427305,661.1617311725504,0.2184289344242102,457.5816932980044,0.01157864862157752,24.255841637145338,0
2070.0099075382936,12.354006214791271,7.6158405968966605,22.3794140625,4.909258418138618,5.4253125,23.7357421875,0.11050184564695725,334.3191142764814,0.21281234226799256,643.8556148776667,0.1875308203092862,567.3673356158002,0.46336775457248186,1401.9014468580488,0.01721994720387768,52.09829268807947,0
2118.5421425440677,7.825286138823581,6.5486373080068345,16.9541015625,4.353394354370458,2.0344921875,20.344921875,0.34139876134387365,1010.6133780505633,0.25492830315811543,754.6423209070155,0.21389412832141166,633.1723838633122,0.17661465268231524,522.8171597867004,0.00780817261366542,23.11386154547309,0
1536.009329552863,11.117842607244206,8.356532489887966,22.3794140625,4.905616284317245,1.356328125,25.092070312500002,0.27224715696947954,618.7003388649414,0.1592394904749578,361.88266505417295,0.1520385122328486,345.5179480516314,0.39723469182068516,902.7430852690984,0.0173715212714679,39.477973679855964,0
1294.5867582921128,11.908396367336803,8.222273780037883,26.448398437500003,4.875157142033364,4.068984375,28.482890625000003,0.08077891823117331,157.59823552272638,0.29634251579172294,578.1589877879559,0.21263017921369232,414.8377051430621,0.3825295849516983,746.308429770029,0.01882853663929705,36.734140748657545,0
1415.459376619424,9.968184395606466,7.338573728873369,18.3104296875,4.37767681164908,11.528789062500001,24.413906250000004,0.3112470130478428,631.6370493173516,0.10335562586736313,209.74737046930147,0.29343566698075846,595.4911407541937,0.2808217829343431,569.8928340540285,0.007884027223946332,15.999651349925289,0
1281.5884834741044,9.845614775210793,7.664123615399187,23.7357421875,4.760889996997968,6.103476562500001,26.448398437500003,0.1502091352120908,278.3480762765764,0.37687105217294753,698.3685261788617,0.1559068115733846,288.9062707044543,0.2914168479642336,540.0158845924755,0.014717570861729526,27.272692376813975,0
1827.8837699586827,11.577849788174056,7.777573710886181,23.7357421875,4.949807658268599,0.6781640625,25.092070312500002,0.18685498269536022,505.38202144740285,0.15469371959077705,418.39625352386105,0.1325691508116197,358.55648295968933,0.5032978315148177,1361.257119355206,0.011328174213868262,30.639030872657827,0
1010.4929816764537,8.294379460702226,7.335328912302297,17.632265625000002,4.50861400411023,0.6781640625,20.344921875,0.3070110673342916,452.5376538367561,0.16964277388693222,250.05529459157972,0.09314490783460523,137.29660765752143,0.356609513035769,525.6463024811931,0.010970470595316651,16.170593027136785,0
